disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,hash,lastRefresh
3397,2018-02-11T00:00:00.000Z,TROPICAL STORM GITA,2018-02-07T00:00:00.000Z,2018-02-12T00:00:00.000Z,Emergency,AS,American Samoa                ,Hurricane,2018-02-11T00:00:00.000Z,2018-09-26T00:00:00.000Z,,26ec49d88ca8a9cd2419998ec2a6aabb,2018-09-26T14:20:59.689Z
3390,2017-09-18T00:00:00.000Z,HURRICANE MARIA,2017-09-16T00:00:00.000Z,2017-09-22T00:00:00.000Z,Emergency,VI,Virgin Islands of the U.S.    ,Hurricane,2017-09-18T00:00:00.000Z,2018-09-07T00:00:00.000Z,2018-09-07T00:00:00.000Z,606b8d3fbf7e4bd84b75a2be2fbf4117,2018-09-07T13:42:29.408Z
4352,2017-12-20T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-10-04T00:00:00.000Z,2017-10-06T00:00:00.000Z,Major Disaster,NM,New Mexico                    ,Flood,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,348524eb4c9654eae1543ae0b5da70b8,2018-03-09T18:41:52.621Z
3388,2017-09-08T00:00:00.000Z,HURRICANE IRMA,2017-09-04T00:00:00.000Z,2017-10-04T00:00:00.000Z,Emergency,FL,Florida                       ,Hurricane,2017-09-09T00:00:00.000Z,2018-04-03T00:00:00.000Z,2018-03-28T00:00:00.000Z,ac1cc3782349186abe34b8cfe134ef59,2018-04-03T22:01:53.622Z
3395,2017-10-08T00:00:00.000Z,HURRICANE NATE,2017-10-07T00:00:00.000Z,2017-10-11T00:00:00.000Z,Emergency,FL,Florida                       ,Hurricane,2017-10-08T00:00:00.000Z,2017-10-13T00:00:00.000Z,,ef18518697366c7663f5767c86ce7e7a,2018-03-09T18:41:52.623Z
3392,2017-10-06T00:00:00.000Z,TROPICAL STORM NATE,2017-10-05T00:00:00.000Z,2017-10-08T00:00:00.000Z,Emergency,LA,Louisiana                     ,Hurricane,2017-10-06T00:00:00.000Z,2017-10-13T00:00:00.000Z,,682af9e820388f09802d65b17d04b2b5,2018-03-09T18:41:52.623Z
4332,2017-08-25T00:00:00.000Z,HURRICANE HARVEY,2017-08-23T00:00:00.000Z,2017-09-15T00:00:00.000Z,Major Disaster,TX,Texas                         ,Hurricane,2017-08-26T00:00:00.000Z,2017-09-15T00:00:00.000Z,,a01c14342455dd2bb17be5de349d58a7,2018-03-09T18:41:52.626Z
4348,2017-11-14T00:00:00.000Z,FLOODING,2017-05-02T00:00:00.000Z,2017-08-06T00:00:00.000Z,Major Disaster,NY,New York                      ,Flood,2017-11-14T00:00:00.000Z,2017-11-14T00:00:00.000Z,,774590d2f5017cd987dafa6524c8a79f,2018-03-09T18:41:52.622Z
3384,2017-09-05T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Emergency,PR,Puerto Rico                   ,Hurricane,2017-09-06T00:00:00.000Z,2017-09-18T00:00:00.000Z,,ba7237dfd425b4b7f99bc6c4981e2290,2018-03-09T18:41:52.625Z
4327,2017-08-05T00:00:00.000Z,FLOODING,2017-06-07T00:00:00.000Z,2017-06-22T00:00:00.000Z,Major Disaster,WY,Wyoming                       ,Flood,2017-08-06T00:00:00.000Z,2017-08-06T00:00:00.000Z,,de981c750156bc584eb2f59198a5aa6c,2018-03-09T18:41:52.631Z
4302,2017-02-14T00:00:00.000Z,SEVERE WINTER STORM,2017-01-03T00:00:00.000Z,2017-01-05T00:00:00.000Z,Major Disaster,CA,California                    ,Severe Storm(s),2017-02-15T00:00:00.000Z,2017-02-15T00:00:00.000Z,,1540a1e61bce1c75def700d427834cfa,2018-03-09T18:41:52.633Z
4342,2017-10-07T00:00:00.000Z,FLOODING,2017-03-29T00:00:00.000Z,2017-06-15T00:00:00.000Z,Major Disaster,ID,Idaho                         ,Flood,2017-10-07T00:00:00.000Z,2017-10-07T00:00:00.000Z,,39272bd6f6d36309e24bc65b0ebaba66,2018-03-09T18:41:52.636Z
4328,2017-08-08T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2017-01-07T00:00:00.000Z,2017-01-10T00:00:00.000Z,Major Disaster,OR,Oregon                        ,Severe Storm(s),2017-08-08T00:00:00.000Z,2017-08-08T00:00:00.000Z,,01eadc8f41392ec9b2b6d08d507c69d0,2018-03-09T18:41:52.639Z
4303,2017-02-17T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-05T00:00:00.000Z,2017-01-14T00:00:00.000Z,Major Disaster,NV,Nevada                        ,Severe Storm(s),2017-02-18T00:00:00.000Z,2017-02-18T00:00:00.000Z,,24ef1b059c200462ad3720bfe3a1ff1f,2018-03-09T18:41:52.642Z
4341,2017-09-27T00:00:00.000Z,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,2017-09-04T00:00:00.000Z,2017-10-04T00:00:00.000Z,Major Disaster,FL,Florida                       ,Hurricane,2017-09-27T00:00:00.000Z,2017-10-13T00:00:00.000Z,,3877af0378e3e41637a0ed61a8e877bb,2018-03-09T18:41:52.646Z
4307,2017-03-27T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-05T00:00:00.000Z,2017-02-22T00:00:00.000Z,Major Disaster,NV,Nevada                        ,Severe Storm(s),2017-03-28T00:00:00.000Z,2017-03-28T00:00:00.000Z,,61d4d9eb3fd42fcda2f08f68dae97579,2018-03-09T18:41:52.633Z
4344,2017-10-10T00:00:00.000Z,WILDFIRES,2017-10-08T00:00:00.000Z,2017-10-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2017-10-10T00:00:00.000Z,2017-11-07T00:00:00.000Z,,9080c301d3bcc913b007f485dff01e64,2018-03-09T18:41:52.635Z
4334,2017-08-27T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-07-19T00:00:00.000Z,2017-07-23T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Severe Storm(s),2017-08-27T00:00:00.000Z,2017-08-27T00:00:00.000Z,,154df3b4704879603c0921bf8d32f239,2018-03-09T18:41:52.639Z
4308,2017-04-01T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,Major Disaster,CA,California                    ,Flood,2017-04-02T00:00:00.000Z,2017-04-02T00:00:00.000Z,,2259c3b0b6f4bf3d1cadb78712f9b118,2018-03-09T18:41:52.641Z
3394,2017-10-08T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Emergency,AL,Alabama                       ,Hurricane,2017-10-08T00:00:00.000Z,2019-02-07T00:00:00.000Z,2017-12-18T00:00:00.000Z,24a6fc618840939975f4688b1eae091c,2019-02-07T18:21:20.358Z
4317,2017-06-02T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",2017-04-28T00:00:00.000Z,2017-05-11T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Flood,2017-06-02T00:00:00.000Z,2017-06-02T00:00:00.000Z,,283adbb67afcc1f036dd93a77d96ffa0,2018-03-09T18:41:52.632Z
4353,2018-01-02T00:00:00.000Z,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2018-01-03T00:00:00.000Z,2018-09-07T00:00:00.000Z,,999e1f171a0ca76c9508f9fd59efbbf4,2018-09-07T18:41:15.255Z
4336,2017-09-10T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Major Disaster,PR,Puerto Rico                   ,Hurricane,2017-09-10T00:00:00.000Z,2017-09-18T00:00:00.000Z,,9e9e0dde6ca9a3d735fe2a2307df8a75,2018-03-09T18:41:52.637Z
4318,2017-06-15T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-04-26T00:00:00.000Z,2017-05-19T00:00:00.000Z,Major Disaster,AR,Arkansas                      ,Severe Storm(s),2017-06-15T00:00:00.000Z,2017-06-15T00:00:00.000Z,,e3ef0460bf66f321a6eee1d98686622a,2018-03-09T18:41:52.640Z
4351,2017-12-20T00:00:00.000Z,SEVERE STORM,2017-09-28T00:00:00.000Z,2017-09-30T00:00:00.000Z,Major Disaster,AK,Alaska                        ,Severe Storm(s),2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,520a6da893216407e2e0ca5d1f64801c,2018-03-09T18:41:52.644Z
3396,2017-12-08T00:00:00.000Z,WILDFIRES,2017-12-04T00:00:00.000Z,2017-12-29T00:00:00.000Z,Emergency,CA,California                    ,Fire,2017-12-08T00:00:00.000Z,2018-05-23T00:00:00.000Z,,112f5270a775941385a0817772343ecd,2018-05-23T22:20:37.386Z
4312,2017-05-02T00:00:00.000Z,FLOODING,2017-02-08T00:00:00.000Z,2017-02-11T00:00:00.000Z,Major Disaster,CA,California                    ,Severe Storm(s),2017-05-02T00:00:00.000Z,2017-05-02T00:00:00.000Z,,f0d03ebb0f5911ee8c7d94bf6e547bde,2018-03-09T18:41:52.632Z
4349,2017-11-16T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Major Disaster,AL,Alabama                       ,Hurricane,2017-11-17T00:00:00.000Z,2017-11-17T00:00:00.000Z,,45889687f5c410cdf98466bdb043b12a,2018-03-09T18:41:52.635Z
3385,2017-09-05T00:00:00.000Z,HURRICANE IRMA,2017-09-04T00:00:00.000Z,2017-10-18T00:00:00.000Z,Emergency,FL,Florida                       ,Hurricane,2017-09-06T00:00:00.000Z,2017-12-18T00:00:00.000Z,2017-12-18T00:00:00.000Z,6c3e49cf8b0292799afaa7e9ae4407e4,2018-03-09T18:41:52.638Z
4313,2017-05-18T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2017-03-06T00:00:00.000Z,2017-03-28T00:00:00.000Z,Major Disaster,ID,Idaho                         ,Flood,2017-05-18T00:00:00.000Z,2017-05-18T00:00:00.000Z,,6836310e925ed897c89d744be991cf87,2018-03-09T18:41:52.641Z
4347,2017-11-07T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2017-07-22T00:00:00.000Z,2017-07-27T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Storm(s),2017-11-08T00:00:00.000Z,2017-11-08T00:00:00.000Z,,13dd318d16d3a625e0c84d7b31305e9e,2018-03-09T18:41:52.645Z
4346,2017-10-16T00:00:00.000Z,HURRICANE IRMA,2017-09-06T00:00:00.000Z,2017-09-13T00:00:00.000Z,Major Disaster,SC,South Carolina                ,Hurricane,2017-10-16T00:00:00.000Z,2017-10-16T00:00:00.000Z,,9ae93b3cc1a5d78227f546f7b6aaea98,2018-03-09T18:41:52.648Z
4322,2017-07-12T00:00:00.000Z,SEVERE WINTER STORM AND SNOWSTORM,2017-03-14T00:00:00.000Z,2017-03-15T00:00:00.000Z,Major Disaster,NY,New York                      ,Snow,2017-07-12T00:00:00.000Z,2017-07-12T00:00:00.000Z,,d235bb0bfb9c87476b78285c8d55f418,2018-03-09T18:41:52.631Z
4357,2018-03-02T00:00:00.000Z,TROPICAL STORM GITA,2018-02-07T00:00:00.000Z,2018-02-12T00:00:00.000Z,Major Disaster,AS,American Samoa                ,Hurricane,2018-03-02T00:00:00.000Z,2018-03-03T00:00:00.000Z,,3d5b7f364aacd950a09e3a7d77bc34a3,2018-03-09T18:41:52.634Z
3391,2017-09-18T00:00:00.000Z,HURRICANE MARIA,2017-09-17T00:00:00.000Z,2017-11-15T00:00:00.000Z,Emergency,PR,Puerto Rico                   ,Hurricane,2017-09-18T00:00:00.000Z,2019-02-07T00:00:00.000Z,2018-09-07T00:00:00.000Z,efb25be7e8915b40531103ff4a18c9ca,2019-02-07T18:21:20.574Z
4323,2017-07-12T00:00:00.000Z,FLOODING,2017-03-23T00:00:00.000Z,2017-04-29T00:00:00.000Z,Major Disaster,ND,North Dakota                  ,Flood,2017-07-12T00:00:00.000Z,2017-07-12T00:00:00.000Z,,1139219bea10aa024af972ba002c1a57,2018-03-09T18:41:52.640Z
4356,2018-01-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2017-10-29T00:00:00.000Z,2017-10-30T00:00:00.000Z,Major Disaster,VT,Vermont                       ,Severe Storm(s),2018-01-03T00:00:00.000Z,2018-01-03T00:00:00.000Z,,5847c977ee5f1df8a4102403df8271fb,2018-03-09T18:41:52.643Z
4355,2018-01-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2017-10-29T00:00:00.000Z,2017-11-01T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Severe Storm(s),2018-01-03T00:00:00.000Z,2018-01-03T00:00:00.000Z,,cc979bbe5909bf5059a6e986fac5278b,2018-03-09T18:41:52.647Z
4326,2017-08-02T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-06-22T00:00:00.000Z,2017-06-27T00:00:00.000Z,Major Disaster,MI,Michigan                      ,Severe Storm(s),2017-08-02T00:00:00.000Z,2017-08-02T00:00:00.000Z,,b1ea1d870babeb15ddc29c68e325a552,2018-03-09T18:41:52.669Z
3381,2017-02-14T00:00:00.000Z,POTENTIAL FAILURE OF THE EMERGENCY SPILLWAY AT OROVILLE LAKE,2017-02-07T00:00:00.000Z,2017-02-23T00:00:00.000Z,Emergency,CA,California                    ,Dam/Levee Break,2017-02-15T00:00:00.000Z,2017-10-20T00:00:00.000Z,,48851751fe8014c73988b97df1eb348c,2018-03-09T18:41:52.671Z
3382,2017-08-28T00:00:00.000Z,TROPICAL STORM HARVEY,2017-08-27T00:00:00.000Z,2017-09-10T00:00:00.000Z,Emergency,LA,Louisiana                     ,Hurricane,2017-08-28T00:00:00.000Z,2019-02-07T00:00:00.000Z,2018-05-17T00:00:00.000Z,9ed42da4f58ac26ae683a6ede2fa99ef,2019-02-07T18:21:20.576Z
4310,2017-04-21T00:00:00.000Z,SEVERE WINTER STORMS AND FLOODING,2017-02-05T00:00:00.000Z,2017-02-27T00:00:00.000Z,Major Disaster,ID,Idaho                         ,Flood,2017-04-21T00:00:00.000Z,2017-04-21T00:00:00.000Z,,65fd73c398e134b2669dbe3ad32e5bd4,2018-03-09T18:41:52.677Z
3383,2017-09-05T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Emergency,VI,Virgin Islands of the U.S.    ,Hurricane,2017-09-06T00:00:00.000Z,2018-09-07T00:00:00.000Z,2018-09-07T00:00:00.000Z,ffd6ff0283789b3d9778122cf42092d6,2018-09-07T13:21:03.511Z
4311,2017-04-21T00:00:00.000Z,SEVERE WINTER STORMS AND FLOODING,2017-02-07T00:00:00.000Z,2017-02-27T00:00:00.000Z,Major Disaster,UT,Utah                          ,Flood,2017-04-21T00:00:00.000Z,2017-04-21T00:00:00.000Z,,451a151dccbdbf7b4e0c9ca44d5db3b7,2018-03-09T18:41:52.670Z
3389,2017-09-11T00:00:00.000Z,HURRICANE IRMA,2017-09-08T00:00:00.000Z,2017-09-14T00:00:00.000Z,Emergency,AL,Alabama                       ,Hurricane,2017-09-11T00:00:00.000Z,2018-06-11T00:00:00.000Z,2018-06-11T00:00:00.000Z,fbbbda446162c6d954ec569d29024332,2018-06-11T22:23:28.477Z
4320,2017-06-23T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,Major Disaster,TN,Tennessee                     ,Severe Storm(s),2017-06-23T00:00:00.000Z,2017-06-23T00:00:00.000Z,,d590fcff3c03090c66a7a08b57cfccf6,2018-03-09T18:41:52.676Z
4338,2017-09-15T00:00:00.000Z,HURRICANE IRMA,2017-09-07T00:00:00.000Z,2017-09-20T00:00:00.000Z,Major Disaster,GA,Georgia                       ,Hurricane,2017-09-16T00:00:00.000Z,2017-09-27T00:00:00.000Z,,f94b52fd01b9e0146b642f22fb432152,2018-03-09T18:41:52.666Z
4321,2017-06-26T00:00:00.000Z,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,2017-04-29T00:00:00.000Z,2017-05-03T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Severe Storm(s),2017-06-26T00:00:00.000Z,2017-06-26T00:00:00.000Z,,322b2d42af0cc165d8ab98acf13bb372,2018-03-09T18:41:52.669Z
3393,2017-10-07T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Emergency,MS,Mississippi                   ,Hurricane,2017-10-08T00:00:00.000Z,2019-02-07T00:00:00.000Z,2017-12-19T00:00:00.000Z,47ecf95f747143dbdfb426da1aac0405,2019-02-07T18:21:20.355Z
4330,2017-08-16T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-06-29T00:00:00.000Z,2017-07-01T00:00:00.000Z,Major Disaster,VT,Vermont                       ,Severe Storm(s),2017-08-16T00:00:00.000Z,2017-08-16T00:00:00.000Z,,184221c5d6fd4f2ab58f9dbb6231e153,2018-03-09T18:41:52.675Z
4305,2017-03-16T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T00:00:00.000Z,2017-01-23T00:00:00.000Z,Major Disaster,CA,California                    ,Flood,2017-03-16T00:00:00.000Z,2017-03-16T00:00:00.000Z,,3074447b115139c18fc76d295021e9c3,2018-03-09T18:41:52.677Z
4339,2017-09-20T00:00:00.000Z,HURRICANE MARIA,2017-09-17T00:00:00.000Z,2017-11-15T00:00:00.000Z,Major Disaster,PR,Puerto Rico                   ,Hurricane,2017-09-21T00:00:00.000Z,2017-12-06T00:00:00.000Z,,578c08c0e7c1ad7729590d28daa138f3,2018-03-09T18:41:52.680Z
4324,2017-07-25T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-05-16T00:00:00.000Z,2017-05-20T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Tornado,2017-07-25T00:00:00.000Z,2017-07-25T00:00:00.000Z,,3029df9f7e2ec21ec06712af8d2a1328,2018-03-09T18:41:52.683Z
4331,2017-08-18T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2017-07-28T00:00:00.000Z,2017-07-29T00:00:00.000Z,Major Disaster,WV,West Virginia                 ,Severe Storm(s),2017-08-19T00:00:00.000Z,2017-08-19T00:00:00.000Z,,824fb9a6491e39c13c48a1c62d639c4a,2018-03-09T18:41:52.668Z
4306,2017-03-21T00:00:00.000Z,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,2017-02-06T00:00:00.000Z,2017-02-07T00:00:00.000Z,Major Disaster,WY,Wyoming                       ,Severe Storm(s),2017-03-22T00:00:00.000Z,2017-03-22T00:00:00.000Z,,3e317d84b95bb61bc55b371157636aca,2018-03-09T18:41:52.671Z
3386,2017-09-07T00:00:00.000Z,HURRICANE IRMA,2017-09-06T00:00:00.000Z,2017-09-13T00:00:00.000Z,Emergency,SC,South Carolina                ,Hurricane,2017-09-07T00:00:00.000Z,2019-05-28T00:00:00.000Z,2018-07-18T00:00:00.000Z,176b93855280fee8ada87916a45f199a,2019-05-28T16:43:04.502Z
4315,2017-05-26T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2017-04-28T00:00:00.000Z,2017-05-02T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Severe Storm(s),2017-05-26T00:00:00.000Z,2017-05-26T00:00:00.000Z,,5d3b42c438d7277505aef89645902cb1,2018-03-09T18:41:52.676Z
4345,2017-10-16T00:00:00.000Z,TROPICAL STORM HARVEY,2017-08-28T00:00:00.000Z,2017-09-10T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Hurricane,2017-10-16T00:00:00.000Z,2017-10-16T00:00:00.000Z,,1a1ffea24c1a9e91ed265a0cb1252b71,2018-03-09T18:41:52.679Z
4333,2017-08-27T00:00:00.000Z,"FLOODING, LANDSLIDES, AND MUDSLIDES",2017-05-06T00:00:00.000Z,2017-06-16T00:00:00.000Z,Major Disaster,ID,Idaho                         ,Flood,2017-08-27T00:00:00.000Z,2017-08-27T00:00:00.000Z,,9452ee144bc9dbf67341037b988eff0c,2018-03-09T18:41:52.682Z
4309,2017-04-21T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",2017-01-30T00:00:00.000Z,2017-02-22T00:00:00.000Z,Major Disaster,WA,Washington                    ,Flood,2017-04-21T00:00:00.000Z,2017-04-21T00:00:00.000Z,,1be87fbdb410b714075cacdc5ac0d200,2018-03-09T18:41:52.684Z
4350,2017-11-22T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Hurricane,2017-11-22T00:00:00.000Z,2017-11-22T00:00:00.000Z,,fe3d701f02f65ec94de526ac8280a255,2018-03-09T18:41:52.678Z
4335,2017-09-07T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Major Disaster,VI,Virgin Islands of the U.S.    ,Hurricane,2017-09-07T00:00:00.000Z,2017-09-18T00:00:00.000Z,,0730d653f8dcb33994d24535a769774e,2018-03-09T18:41:52.681Z
4314,2017-05-22T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-04-30T00:00:00.000Z,2017-04-30T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Severe Storm(s),2017-05-22T00:00:00.000Z,2017-05-22T00:00:00.000Z,,de6fd8ca463874b912cce75d1ad48631,2018-03-09T18:41:52.684Z
4343,2017-10-07T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUD",2017-07-19T00:00:00.000Z,2017-07-23T00:00:00.000Z,Major Disaster,WI,Wisconsin                     ,Severe Storm(s),2017-10-07T00:00:00.000Z,2017-10-08T00:00:00.000Z,,e5918efbaa7e0b578472a1c90c041492,2018-03-09T18:41:52.680Z
4329,2017-08-09T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-07-01T00:00:00.000Z,2017-07-02T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Severe Storm(s),2017-08-09T00:00:00.000Z,2017-08-09T00:00:00.000Z,,81b79cdd3675510f6a2babb728e6c8de,2018-03-09T18:41:52.682Z
4304,2017-02-24T00:00:00.000Z,SEVERE WINTER STORM,2017-01-13T00:00:00.000Z,2017-01-16T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Ice Storm,2017-02-24T00:00:00.000Z,2017-02-24T00:00:00.000Z,,8b95356e93c6f3ed6d8b3a54f4e77f8e,2018-03-09T18:41:52.685Z
3387,2017-09-08T00:00:00.000Z,HURRICANE IRMA,2017-09-07T00:00:00.000Z,2017-09-20T00:00:00.000Z,Emergency,GA,Georgia                       ,Hurricane,2017-09-08T00:00:00.000Z,2017-12-18T00:00:00.000Z,2017-12-18T00:00:00.000Z,971805e04c7c048ddf49ec42d3441ba7,2018-03-09T18:41:52.667Z
4316,2017-06-01T00:00:00.000Z,SEVERE WINTER STORM ,2017-03-14T00:00:00.000Z,2017-03-15T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Severe Storm(s),2017-06-01T00:00:00.000Z,2017-06-01T00:00:00.000Z,,cb5b29381fb9819107f0d440c9996932,2018-03-09T18:41:52.670Z
4340,2017-09-20T00:00:00.000Z,HURRICANE MARIA,2017-09-16T00:00:00.000Z,2017-09-22T00:00:00.000Z,Major Disaster,VI,Virgin Islands of the U.S.    ,Hurricane,2017-09-21T00:00:00.000Z,2017-11-22T00:00:00.000Z,,0a9152972b61d5b6e9fd32a1f92eecfe,2018-03-09T18:41:52.672Z
4325,2017-08-01T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",2017-06-12T00:00:00.000Z,2017-06-17T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Severe Storm(s),2017-08-01T00:00:00.000Z,2017-08-01T00:00:00.000Z,,badb17f37a85786295a4936691e0dc7a,2018-03-09T18:41:52.675Z
4354,2018-01-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2017-10-29T00:00:00.000Z,2017-11-01T00:00:00.000Z,Major Disaster,ME,Maine                         ,Severe Storm(s),2018-01-03T00:00:00.000Z,2018-01-03T00:00:00.000Z,,898aee1c79f9a912f785affa7b96937a,2018-03-09T18:41:52.678Z
4337,2017-09-10T00:00:00.000Z,HURRICANE IRMA,2017-09-04T00:00:00.000Z,2017-10-18T00:00:00.000Z,Major Disaster,FL,Florida                       ,Hurricane,2017-09-10T00:00:00.000Z,2017-10-20T00:00:00.000Z,,e802d87909babee9a6f15252693799b5,2018-03-09T18:41:52.681Z
4319,2017-06-16T00:00:00.000Z,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",2017-04-28T00:00:00.000Z,2017-05-03T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Snow,2017-06-16T00:00:00.000Z,2017-06-16T00:00:00.000Z,,c01973d90a671ef6c235fb71dfee77ac,2018-03-09T18:41:52.683Z
4300,2017-02-11T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",2017-02-07T00:00:00.000Z,2017-02-07T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Tornado,2017-02-11T00:00:00.000Z,2017-02-11T00:00:00.000Z,,0bc5732cf01b2ea29c93504b42e6ae3f,2018-03-09T18:41:52.898Z
4294,2017-01-25T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",2017-01-02T00:00:00.000Z,2017-01-02T00:00:00.000Z,Major Disaster,GA,Georgia                       ,Severe Storm(s),2017-01-25T00:00:00.000Z,2017-01-25T00:00:00.000Z,,3310fa7a079e09d89aa0f9fd7e592e25,2018-03-09T18:41:52.900Z
4274,2016-07-15T00:00:00.000Z,SEVERE STORMS AND FLOODING,2016-06-11T00:00:00.000Z,2016-06-13T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Flood,2016-07-15T00:00:00.000Z,2016-07-15T00:00:00.000Z,,b8bbcf896bcb67ef1a06852fe62d7b15,2018-03-09T18:41:52.902Z
4290,2016-11-02T00:00:00.000Z,SEVERE STORMS AND FLOODING,2016-09-21T00:00:00.000Z,2016-09-24T00:00:00.000Z,Major Disaster,MN,Minnesota                     ,Flood,2016-11-02T00:00:00.000Z,2016-11-02T00:00:00.000Z,,87311848eda6dea3926f5264e927e8da,2018-03-09T18:41:52.900Z
4269,2016-04-25T00:00:00.000Z,SEVERE STORMS AND FLOODING ,2016-04-17T00:00:00.000Z,2016-04-30T00:00:00.000Z,Major Disaster,TX,Texas                         ,Flood,2016-04-25T00:00:00.000Z,2016-06-29T00:00:00.000Z,,5439fa60d1f8499fa6e6fa9f2814ba4d,2018-03-09T18:41:52.903Z
3378,2016-10-06T00:00:00.000Z,HURRICANE MATTHEW,2016-10-04T00:00:00.000Z,2016-10-30T00:00:00.000Z,Emergency,SC,South Carolina                ,Hurricane,2016-10-06T00:00:00.000Z,2018-01-11T00:00:00.000Z,2017-12-20T00:00:00.000Z,6471f5df13f8a2f50f5648e808df0ec7,2018-03-09T18:41:52.901Z
