disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,hash,lastRefresh
1606,2005-09-24T00:00:00.000Z,HURRICANE RITA ,2005-09-23T00:00:00.000Z,2005-10-14T00:00:00.000Z,Major Disaster,TX,Texas                         ,Hurricane,2005-09-24T00:00:00.000Z,2005-10-17T00:00:00.000Z,,05d5f46f97b7f11e4c49bed903642ce2,2018-03-09T18:41:57.707Z
1621,2006-01-04T00:00:00.000Z,SEVERE WINTER STORM,2005-11-27T00:00:00.000Z,2005-11-30T00:00:00.000Z,Major Disaster,ND,North Dakota                  ,Severe Storm(s),2006-01-03T00:00:00.000Z,2012-08-09T00:00:00.000Z,2012-08-08T00:00:00.000Z,f1002b1aa12306eff3080f0ab6c5b8d3,2018-03-09T18:41:57.687Z
1623,2006-01-10T00:00:00.000Z,EXTREME WILDFIRE THREAT,2005-11-27T00:00:00.000Z,2006-03-31T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Fire,2006-01-10T00:00:00.000Z,2014-12-30T00:00:00.000Z,2014-12-30T00:00:00.000Z,45fcf3838cc237dadcd6889336b01857,2018-03-09T18:41:57.686Z
2594,2005-12-28T00:00:00.000Z,ACHILLE FIRE COMPLEX,2005-12-27T00:00:00.000Z,,Fire Management,OK,Oklahoma                      ,Fire,2006-01-10T00:00:00.000Z,2010-04-13T00:00:00.000Z,2010-04-09T00:00:00.000Z,1187ea995031abe289521c23c1b53938,2018-03-09T18:41:57.688Z
3263,2005-09-30T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,DE,Delaware                      ,Hurricane,2005-09-30T00:00:00.000Z,2007-07-20T00:00:00.000Z,2007-06-29T00:00:00.000Z,a77a79917448ce968a05e960a4bb76d1,2018-03-09T18:41:57.691Z
2598,2006-01-01T00:00:00.000Z,RINGGOLD FIRE ,2006-01-01T00:00:00.000Z,,Fire Management,TX,Texas                         ,Fire,2006-01-17T00:00:00.000Z,2008-07-25T00:00:00.000Z,2008-06-26T00:00:00.000Z,14b2f6788490a1f011450672790b3cd0,2018-03-09T18:41:57.694Z
3264,2005-10-19T00:00:00.000Z,SEVERE STORMS AND FLOODING,2005-10-07T00:00:00.000Z,2005-10-22T00:00:00.000Z,Emergency,MA,Massachusetts                 ,Severe Storm(s),2005-10-19T00:00:00.000Z,2008-11-18T00:00:00.000Z,2008-10-08T00:00:00.000Z,d1e93ab9a75bb2966fed22263fb123c8,2018-03-09T18:41:57.697Z
1624,2006-01-11T00:00:00.000Z,EXTREME WILDFIRE THREAT,2005-11-27T00:00:00.000Z,2006-05-14T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2006-01-11T00:00:00.000Z,2015-10-21T00:00:00.000Z,2015-10-14T00:00:00.000Z,64d7086a004b9e15621b3a405f263759,2018-03-09T18:41:57.700Z
2596,2006-01-01T00:00:00.000Z,CARBON FIRE,2006-01-01T00:00:00.000Z,,Fire Management,TX,Texas                         ,Fire,2006-01-10T00:00:00.000Z,2008-07-25T00:00:00.000Z,2008-06-26T00:00:00.000Z,bc39aeb548e65eb7f44a5fa3e4931972,2018-03-09T18:41:57.703Z
2588,2005-11-30T00:00:00.000Z,VELMA FIRE COMPLEX ,2005-11-29T00:00:00.000Z,,Fire Management,OK,Oklahoma                      ,Fire,2006-01-17T00:00:00.000Z,2010-04-13T00:00:00.000Z,2010-04-09T00:00:00.000Z,7de67bfde804515c99a98aae81cdc94d,2018-03-09T18:41:57.690Z
2585,2005-10-06T00:00:00.000Z,BORDER # 50 FIRE,2005-10-05T00:00:00.000Z,2005-10-10T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2005-10-06T00:00:00.000Z,2009-12-16T00:00:00.000Z,2009-12-03T00:00:00.000Z,876d51a1469746be4cdfa201b324d8cf,2018-03-09T18:41:57.706Z
2611,2006-01-05T00:00:00.000Z,MILL CREEK FIRE ,2006-01-05T00:00:00.000Z,,Fire Management,TX,Texas                         ,Fire,2006-01-10T00:00:00.000Z,2008-07-25T00:00:00.000Z,2008-06-26T00:00:00.000Z,e32cd90289179c31bd49a15da81e6a77,2018-03-09T18:41:57.693Z
1618,2005-12-09T00:00:00.000Z,"SEVERE FALL STORM, TIDAL SURGES, AND FLOODING",2005-09-22T00:00:00.000Z,2005-09-26T00:00:00.000Z,Major Disaster,AK,Alaska                        ,Severe Storm(s),2005-12-09T00:00:00.000Z,2012-02-14T00:00:00.000Z,2012-02-13T00:00:00.000Z,8b50ee36be69eeec28741b53b0880fb3,2018-03-09T18:41:57.695Z
2625,2006-01-19T00:00:00.000Z,KIEFER FIRE,2006-01-18T00:00:00.000Z,,Fire Management,OK,Oklahoma                      ,Fire,2006-01-27T00:00:00.000Z,2009-03-19T00:00:00.000Z,2009-02-24T00:00:00.000Z,b8d69f2026ad1c2a3d1bc23bb1b1e299,2018-03-09T18:41:57.684Z
1627,2006-01-26T00:00:00.000Z,SEVERE WINTER STORM,2005-11-27T00:00:00.000Z,2005-11-28T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Severe Storm(s),2006-01-25T00:00:00.000Z,2012-10-16T00:00:00.000Z,2012-10-11T00:00:00.000Z,b1873ff4b2b60f3be37a4a40fb72d856,2018-03-09T18:41:57.698Z
2604,2006-01-02T00:00:00.000Z,GUTHRIE FIRE,2006-01-01T00:00:00.000Z,,Fire Management,OK,Oklahoma                      ,Fire,2006-01-10T00:00:00.000Z,2009-03-19T00:00:00.000Z,2009-02-24T00:00:00.000Z,3b824ce04c327e7153bc1acd81162059,2018-03-09T18:41:57.687Z
2609,2006-01-05T00:00:00.000Z,BULVERDE FIRE,2006-01-05T00:00:00.000Z,,Fire Management,TX,Texas                         ,Fire,2006-01-10T00:00:00.000Z,2008-07-25T00:00:00.000Z,2008-06-26T00:00:00.000Z,571b41964f26a9dcc6f7ef4bc4944232,2018-03-09T18:41:57.701Z
1614,2005-11-10T00:00:00.000Z,SEVERE STORMS AND FLOODING,2005-10-07T00:00:00.000Z,2005-10-16T00:00:00.000Z,Major Disaster,MA,Massachusetts                 ,Severe Storm(s),2005-11-10T00:00:00.000Z,2013-04-01T00:00:00.000Z,2013-03-26T00:00:00.000Z,c9a5619d8444a5db237a06f53dd061c3,2018-03-09T18:41:57.690Z
1617,2005-12-01T00:00:00.000Z,SEVERE STORMS AND TORNADOES ,2005-11-15T00:00:00.000Z,2005-11-15T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Severe Storm(s),2005-11-29T00:00:00.000Z,2011-03-03T00:00:00.000Z,2011-02-28T00:00:00.000Z,65db7e65924e12880f53b13ba5bd6354,2018-03-09T18:41:57.704Z
2608,2006-01-03T00:00:00.000Z,EUFAULA FIRE,2006-01-03T00:00:00.000Z,,Fire Management,OK,Oklahoma                      ,Fire,2006-01-10T00:00:00.000Z,2009-03-19T00:00:00.000Z,2009-02-24T00:00:00.000Z,68184528c7e5be2c6bc242c2cb9d238d,2018-03-09T18:41:57.693Z
2587,2005-11-29T00:00:00.000Z,FLAT ROCK FIRE COMPLEX,2005-11-27T00:00:00.000Z,,Fire Management,OK,Oklahoma                      ,Fire,2006-01-17T00:00:00.000Z,2010-04-13T00:00:00.000Z,2010-04-09T00:00:00.000Z,6da5d7e6c9fdf92c12d373d99e148880,2018-03-09T18:41:57.696Z
2626,2006-01-19T00:00:00.000Z,RYAN FIRE,2006-01-18T00:00:00.000Z,,Fire Management,OK,Oklahoma                      ,Fire,2006-01-27T00:00:00.000Z,2009-03-19T00:00:00.000Z,2009-02-24T00:00:00.000Z,8a63aac2c1457dd60da52743fda5ed17,2018-03-09T18:41:57.699Z
2606,2006-01-02T00:00:00.000Z,PRAGUE FIRE ,2006-01-01T00:00:00.000Z,,Fire Management,OK,Oklahoma                      ,Fire,2006-01-17T00:00:00.000Z,2009-03-19T00:00:00.000Z,2009-02-24T00:00:00.000Z,ba8ed390644f132aeccffe88c8aeab73,2018-03-09T18:41:57.702Z
2586,2005-11-18T00:00:00.000Z,SCHOOL FIRE,2005-11-18T00:00:00.000Z,2005-11-23T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2005-11-18T00:00:00.000Z,2009-12-16T00:00:00.000Z,2009-12-03T00:00:00.000Z,0f41ae1c215b93bcfb9387af0b447836,2018-03-09T18:41:57.705Z
1622,2006-01-04T00:00:00.000Z,SEVERE WINTER STORM,2005-11-27T00:00:00.000Z,2005-11-29T00:00:00.000Z,Major Disaster,MN,Minnesota                     ,Severe Storm(s),2006-01-03T00:00:00.000Z,2012-05-17T00:00:00.000Z,2012-05-16T00:00:00.000Z,2388619a45c903bc6a12d8614ba111d8,2018-03-09T18:41:57.726Z
2605,2006-01-02T00:00:00.000Z,SAPULPA FIRE COMPLEX,2006-01-01T00:00:00.000Z,,Fire Management,OK,Oklahoma                      ,Fire,2006-01-17T00:00:00.000Z,2009-03-19T00:00:00.000Z,2009-02-24T00:00:00.000Z,822c0466141f8b8bc7cebe20bbde3834,2018-03-09T18:41:57.727Z
2589,2005-11-30T00:00:00.000Z,ANTIOCH FIRE ,2005-11-27T00:00:00.000Z,,Fire Management,OK,Oklahoma                      ,Fire,2006-01-10T00:00:00.000Z,2010-04-13T00:00:00.000Z,2010-04-09T00:00:00.000Z,54c2a43c909b020dd1e6a5d03ae42ca9,2018-03-09T18:41:57.729Z
1615,2005-11-15T00:00:00.000Z,SEVERE STORMS AND FLOODING,2005-10-01T00:00:00.000Z,2005-10-02T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Storm(s),2005-11-14T00:00:00.000Z,2012-11-06T00:00:00.000Z,2012-10-23T00:00:00.000Z,ada13700c9dabbe57cddd0a5428d887a,2018-03-09T18:41:57.730Z
2617,2006-01-11T00:00:00.000Z,NIEDERWALD FIRE ,2006-01-11T00:00:00.000Z,,Fire Management,TX,Texas                         ,Fire,2006-01-17T00:00:00.000Z,2008-07-25T00:00:00.000Z,2008-06-26T00:00:00.000Z,8fe3e3c0b2a85a949e3bf4ccd94fc9db,2018-03-09T18:41:57.725Z
2600,2006-01-02T00:00:00.000Z,SOUTHEAST NEW MEXICO FIRE COMPLEX,2006-01-01T00:00:00.000Z,2006-01-04T00:00:00.000Z,Fire Management,NM,New Mexico                    ,Fire,2006-01-17T00:00:00.000Z,2010-07-14T00:00:00.000Z,2010-07-08T00:00:00.000Z,7c4bbf4104bf0fe53b281e7848000c70,2018-03-09T18:41:57.727Z
2595,2005-12-29T00:00:00.000Z,EASTERN OKLAHOMA COUNTY FIRE COMPLEX,2005-12-29T00:00:00.000Z,,Fire Management,OK,Oklahoma                      ,Fire,2006-01-10T00:00:00.000Z,2010-04-13T00:00:00.000Z,2010-04-09T00:00:00.000Z,7418b7140f63f755b89cc34187d5b4ae,2018-03-09T18:41:57.728Z
1610,2005-10-26T00:00:00.000Z,SEVERE STORMS AND FLOODING,2005-10-07T00:00:00.000Z,2005-10-18T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Severe Storm(s),2005-10-25T00:00:00.000Z,2012-03-02T00:00:00.000Z,2012-02-16T00:00:00.000Z,475c25b0e974c48f1a956b44a98bab11,2018-03-09T18:41:57.730Z
2584,2005-10-06T00:00:00.000Z,WOODHOUSE FIRE,2005-10-05T00:00:00.000Z,2005-10-08T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2005-10-06T00:00:00.000Z,2009-12-16T00:00:00.000Z,2009-12-03T00:00:00.000Z,15d4f5adc46d3907f08dd1a0ea848c7f,2018-03-09T18:41:57.731Z
2613,2006-01-08T00:00:00.000Z,MAURICIO CANYON FIRE,2006-01-07T00:00:00.000Z,2006-01-16T00:00:00.000Z,Fire Management,CO,Colorado                      ,Fire,2006-01-10T00:00:00.000Z,2011-05-17T00:00:00.000Z,2011-05-04T00:00:00.000Z,e0116e8eacd9a2330db7b708ca3c7a43,2018-03-09T18:41:57.725Z
1620,2005-12-20T00:00:00.000Z,SEVERE WINTER STORM,2005-11-27T00:00:00.000Z,2005-11-29T00:00:00.000Z,Major Disaster,SD,South Dakota                  ,Severe Storm(s),2005-12-21T00:00:00.000Z,2013-01-28T00:00:00.000Z,2013-01-16T00:00:00.000Z,a05a6fd08ef11f153d000912e60f6470,2018-03-09T18:41:57.728Z
1607,2005-09-24T00:00:00.000Z,HURRICANE RITA ,2005-09-23T00:00:00.000Z,2005-11-01T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Hurricane,2005-09-24T00:00:00.000Z,2009-06-02T00:00:00.000Z,,6c70b1eaf058efaefa9d48d08e2381df,2018-03-09T18:41:57.732Z
3261,2005-09-21T00:00:00.000Z,HURRICANE RITA,2005-09-20T00:00:00.000Z,2005-10-14T00:00:00.000Z,Emergency,TX,Texas                         ,Hurricane,2005-09-22T00:00:00.000Z,2013-08-26T00:00:00.000Z,2013-08-12T00:00:00.000Z,6072be451caea774ce2b592365b460f6,2018-03-09T18:41:57.950Z
3247,2005-09-13T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,ND,North Dakota                  ,Coastal Storm,2005-09-13T00:00:00.000Z,2008-10-24T00:00:00.000Z,2008-09-30T00:00:00.000Z,908a8db2412718cbeb17521ba325e21b,2018-03-09T18:41:57.953Z
3256,2005-09-19T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,ME,Maine                         ,Hurricane,2005-09-19T00:00:00.000Z,2008-01-30T00:00:00.000Z,2008-01-23T00:00:00.000Z,68352d2e76818e10dfccdaf96dbb4ed5,2018-03-09T18:41:57.952Z
3260,2005-09-21T00:00:00.000Z,HURRICANE RITA,2005-09-20T00:00:00.000Z,2005-11-01T00:00:00.000Z,Emergency,LA,Louisiana                     ,Hurricane,2005-09-22T00:00:00.000Z,2010-09-28T00:00:00.000Z,2010-09-22T00:00:00.000Z,0c33d237f329c5282ddecf56eeb73025,2018-03-09T18:41:57.953Z
3246,2005-09-13T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,CT,Connecticut                   ,Hurricane,2005-09-11T00:00:00.000Z,2008-05-30T00:00:00.000Z,2008-05-16T00:00:00.000Z,bce70b03835a88848daeb353b000ddeb,2018-03-09T18:41:57.955Z
3255,2005-09-19T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,RI,Rhode Island                  ,Hurricane,2005-09-19T00:00:00.000Z,2009-08-11T00:00:00.000Z,2009-08-05T00:00:00.000Z,5e8e2c7ae9a3589033a525e4be033ee7,2018-03-09T18:41:57.954Z
3258,2005-09-19T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,NH,New Hampshire                 ,Hurricane,2005-09-19T00:00:00.000Z,2008-04-24T00:00:00.000Z,2008-04-14T00:00:00.000Z,369a731ce6460fbebe0fa843c01564af,2018-03-09T18:41:57.957Z
3249,2005-09-13T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,WI,Wisconsin                     ,Hurricane,2005-09-12T00:00:00.000Z,2010-04-06T00:00:00.000Z,2010-03-31T00:00:00.000Z,dd5a161fc6edc62254a975153a8b9aa2,2018-03-09T18:41:57.958Z
3245,2005-09-13T00:00:00.000Z,HURRICANE KATRINA EVACUEES,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,NE,Nebraska                      ,Hurricane,2005-09-11T00:00:00.000Z,2007-07-03T00:00:00.000Z,2007-06-21T00:00:00.000Z,9f5112ed622c36f9810bc83bbb37dd33,2018-03-09T18:41:57.961Z
3244,2005-09-13T00:00:00.000Z,HURRICANE KATRINA,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,ID,Idaho                         ,Hurricane,2005-09-11T00:00:00.000Z,2008-12-30T00:00:00.000Z,2008-12-09T00:00:00.000Z,5c7ddf4c48ce45d7978d2e9f7e24756b,2018-03-09T18:41:57.959Z
3254,2005-09-14T00:00:00.000Z,HURRICANE OPHELIA,2005-09-11T00:00:00.000Z,2005-09-17T00:00:00.000Z,Emergency,NC,North Carolina                ,Hurricane,2005-09-15T00:00:00.000Z,2013-10-30T00:00:00.000Z,2013-09-27T00:00:00.000Z,e974b8b64d2db2f816a4a2ff10b325b1,2018-03-09T18:41:57.960Z
3259,2005-09-20T00:00:00.000Z,TROPICAL STORM RITA ,2005-09-18T00:00:00.000Z,2005-10-23T00:00:00.000Z,Emergency,FL,Florida                       ,Hurricane,2005-09-20T00:00:00.000Z,2017-07-07T00:00:00.000Z,2016-12-21T00:00:00.000Z,04647ba1e33cb1c0806836126c2c005e,2018-03-09T18:41:57.959Z
3251,2005-09-13T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,MD,Maryland                      ,Hurricane,2005-09-12T00:00:00.000Z,2007-12-21T00:00:00.000Z,2007-12-11T00:00:00.000Z,5fc6f2fd70e9b83e180da586d9e685c1,2018-03-09T18:41:57.965Z
3231,2005-09-10T00:00:00.000Z,HURRICANE KATRINA ,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,KY,Kentucky                      ,Hurricane,2005-09-09T00:00:00.000Z,2019-04-04T00:00:00.000Z,2019-04-03T00:00:00.000Z,25c83bf325ede5a0eaf11f7d172611c4,2019-04-04T13:22:44.225Z
3227,2005-09-07T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,WA,Washington                    ,Coastal Storm,2005-09-07T00:00:00.000Z,2013-08-19T00:00:00.000Z,2010-03-08T00:00:00.000Z,6286cd8a5d443a6145985048ea1398ac,2018-03-09T18:41:57.968Z
3212,2005-08-27T00:00:00.000Z,HURRICANE KATRINA,2005-08-26T00:00:00.000Z,2005-11-01T00:00:00.000Z,Emergency,LA,Louisiana                     ,Hurricane,2005-08-28T00:00:00.000Z,2010-09-28T00:00:00.000Z,2010-09-22T00:00:00.000Z,8a5f9bab33650b84449613d40ace3dbf,2018-03-09T18:41:57.970Z
2578,2005-08-22T00:00:00.000Z,VOR-MCCARTY FIRE,2005-08-22T00:00:00.000Z,2005-08-25T00:00:00.000Z,Fire Management,NV,Nevada                        ,Fire,2005-08-24T00:00:00.000Z,2007-03-12T00:00:00.000Z,2007-02-28T00:00:00.000Z,67f293ffc96bf1ea5039a2025ed7557f,2018-03-09T18:41:57.971Z
3240,2005-09-12T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,VA,Virginia                      ,Hurricane,2005-09-10T00:00:00.000Z,2007-12-21T00:00:00.000Z,2007-12-13T00:00:00.000Z,099535738548c6b850570925827e042c,2018-03-09T18:41:57.973Z
3232,2005-09-10T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,MO,Missouri                      ,Hurricane,2005-09-09T00:00:00.000Z,2008-07-21T00:00:00.000Z,2008-07-02T00:00:00.000Z,c1a29f47c2402a6ca69c8b374796a623,2018-03-09T18:41:57.974Z
3216,2005-09-02T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,TX,Texas                         ,Hurricane,2005-09-02T00:00:00.000Z,2014-07-02T00:00:00.000Z,2014-07-01T00:00:00.000Z,4346e5f5e52ff6cb8dae6ecd93b7fba7,2018-03-09T18:41:57.977Z
1604,2005-08-29T00:00:00.000Z,HURRICANE KATRINA,2005-08-29T00:00:00.000Z,2005-10-14T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Hurricane,2005-08-29T00:00:00.000Z,2005-10-18T00:00:00.000Z,,31ceeefac7cf105c90350426ac6380c0,2018-03-09T18:41:57.977Z
1596,2005-07-22T00:00:00.000Z,SEVERE STORM,2005-06-07T00:00:00.000Z,2005-06-08T00:00:00.000Z,Major Disaster,SD,South Dakota                  ,Severe Storm(s),2005-07-20T00:00:00.000Z,2011-03-23T00:00:00.000Z,2011-03-21T00:00:00.000Z,5f3974295e06b5cb8188daac6dfc5dde,2018-03-09T18:41:57.980Z
3257,2005-09-19T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,NJ,New Jersey                    ,Hurricane,2005-09-19T00:00:00.000Z,2010-07-27T00:00:00.000Z,2010-07-21T00:00:00.000Z,d77c2fa175898d5f5440eece68bb0f3a,2018-03-09T18:41:57.980Z
3242,2005-09-13T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,MN,Minnesota                     ,Hurricane,2005-09-11T00:00:00.000Z,2012-04-17T00:00:00.000Z,2012-04-16T00:00:00.000Z,2282be4fb48ff631ddb282019a924fa2,2018-03-09T18:41:57.965Z
3217,2005-09-05T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,TN,Tennessee                     ,Hurricane,2005-09-04T00:00:00.000Z,2012-07-09T00:00:00.000Z,2012-07-03T00:00:00.000Z,f5431f61e3aa46f0861ec7c3938d1c97,2018-03-09T18:41:57.968Z
2574,2005-08-04T00:00:00.000Z,AKONI PULE HIGHWAY FIRE,2005-08-02T00:00:00.000Z,2005-08-06T00:00:00.000Z,Fire Management,HI,Hawaii                        ,Fire,2005-08-09T00:00:00.000Z,2008-03-06T00:00:00.000Z,2008-02-20T00:00:00.000Z,cc1bd7b67d5b8bdd862059aa8f1d2632,2018-03-09T18:41:57.972Z
3226,2005-09-07T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,DC,District of Columbia          ,Hurricane,2005-09-07T00:00:00.000Z,2013-08-19T00:00:00.000Z,2010-03-09T00:00:00.000Z,78254871e46776dec324dca81291a3d9,2018-03-09T18:41:57.975Z
3241,2005-09-12T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,AZ,Arizona                       ,Hurricane,2005-09-10T00:00:00.000Z,2012-11-06T00:00:00.000Z,2012-10-24T00:00:00.000Z,3e2d5c87608ddf0b44ea4e862e6ba44f,2018-03-09T18:41:57.966Z
2580,2005-08-26T00:00:00.000Z,MANTON FIRE,2005-08-26T00:00:00.000Z,2005-09-02T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2005-08-29T00:00:00.000Z,2013-10-23T00:00:00.000Z,2009-09-29T00:00:00.000Z,2344658b60439072d4fb8dff700732a4,2018-03-09T18:41:57.978Z
3221,2005-09-05T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,WV,West Virginia                 ,Hurricane,2005-09-04T00:00:00.000Z,2007-07-20T00:00:00.000Z,2007-07-02T00:00:00.000Z,9c21c67d7ea3ef62415bce7328a9c85c,2018-03-09T18:41:57.969Z
3248,2005-09-13T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,CA,California                    ,Hurricane,2005-09-11T00:00:00.000Z,2011-11-29T00:00:00.000Z,2011-11-29T00:00:00.000Z,c11015ebd87fab44ff9f42c723263da9,2018-03-09T18:41:57.981Z
1597,2005-07-22T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND GROUND SATURATION",2005-06-01T00:00:00.000Z,2005-07-07T00:00:00.000Z,Major Disaster,ND,North Dakota                  ,Severe Storm(s),2005-07-20T00:00:00.000Z,2012-08-09T00:00:00.000Z,2012-08-08T00:00:00.000Z,f25eecc21b2c6e642c95a49e9d41575c,2018-03-09T18:41:57.972Z
3225,2005-09-07T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,MI,Michigan                      ,Hurricane,2005-09-07T00:00:00.000Z,2010-04-06T00:00:00.000Z,2010-03-31T00:00:00.000Z,a50abf10ffe15ad32e93c5583e48f104,2018-03-09T18:41:57.975Z
1599,2005-08-22T00:00:00.000Z,TORNADO,2005-08-12T00:00:00.000Z,2005-08-12T00:00:00.000Z,Major Disaster,WY,Wyoming                       ,Tornado,2005-08-19T00:00:00.000Z,2011-10-14T00:00:00.000Z,2011-10-04T00:00:00.000Z,d5cc2e3e6d714ab0f6d465a7a24a4894,2018-03-09T18:41:57.979Z
3243,2005-09-13T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,NV,Nevada                        ,Hurricane,2005-09-11T00:00:00.000Z,2013-06-10T00:00:00.000Z,2013-05-29T00:00:00.000Z,8d2b1a5bbcad534d9b4b4a1ea8696f8b,2018-03-09T18:41:57.982Z
3233,2005-09-10T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,SC,South Carolina                ,Hurricane,2005-09-09T00:00:00.000Z,2010-03-25T00:00:00.000Z,2010-03-17T00:00:00.000Z,207b07fc6f018691544e949476b7480b,2018-03-09T18:41:57.967Z
1603,2005-08-29T00:00:00.000Z,HURRICANE KATRINA,2005-08-29T00:00:00.000Z,2005-11-01T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Hurricane,2005-08-29T00:00:00.000Z,2005-11-01T00:00:00.000Z,,9773e1af7a88e93e576d539ce4ff1ffe,2018-03-09T18:41:57.970Z
3253,2005-09-13T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,MT,Montana                       ,Hurricane,2005-09-12T00:00:00.000Z,2007-12-21T00:00:00.000Z,2007-12-11T00:00:00.000Z,71d6a06235109746dfda0b2d21167deb,2018-03-09T18:41:57.973Z
3224,2005-09-05T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,CO,Colorado                      ,Coastal Storm,2005-09-05T00:00:00.000Z,2010-07-08T00:00:00.000Z,2010-06-30T00:00:00.000Z,4a574344e960a1698b031d570c501d25,2018-03-09T18:41:57.976Z
2573,2005-08-02T00:00:00.000Z,LALAMILO FIRE,2005-08-01T00:00:00.000Z,2005-08-06T00:00:00.000Z,Fire Management,HI,Hawaii                        ,Fire,2005-08-03T00:00:00.000Z,2008-03-06T00:00:00.000Z,2008-02-20T00:00:00.000Z,3197831666b14fada1068c5941542ad4,2018-03-09T18:41:57.979Z
3250,2005-09-13T00:00:00.000Z,HURRICANE KATRINA EVACUATION,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,Emergency,OH,Ohio                          ,Hurricane,2005-09-12T00:00:00.000Z,2009-10-01T00:00:00.000Z,2009-09-18T00:00:00.000Z,9fb783cf94e46292242fd3162177a8c1,2018-03-09T18:41:57.982Z
